character;rank;LWO;rank_median;definition;pinyin;decomposition;radical;type;phonetic;semantic;freq1;freq2
皋;3983;;3983;the high land along a river;gāo;⿱白夲;白;pictophonetic;夲;;588;99,736605986
蛀;3984;3631;3808;termite, bookworm/ to bore, to eat into;zhù;⿰虫主;虫;pictophonetic;主;虫;588;99,736909856
偌;3985;;3985;thus, so, like, such;ruò;⿰亻若;亻;pictophonetic;若;亻;587;99,737213209
疵;3986;;3986;flaw, fault, defect/ disease;cī;⿸疒此;疒;pictophonetic;此;疒;586;99,737516045
绛;3987;;3987;deep red/ a river in Shanxi province;jiàng;⿰纟夅;纟;pictophonetic;夅;纟;586;99,737818881
葆;3988;;3988;dense foliage/ to cover, to conceal/ to preserve;bǎo;⿱艹保;艹;pictophonetic;保;艹;583;99,738120167
黔;3989;3798;3894;black/ the Guizhou province;qián;⿰黑今;黑;pictophonetic;今;黑;582;99,738420936
喙;3990;;3990;beak, bill, snout/ to pant;huì;⿰口彖;口;ideographic;;;582;99,738721704
烽;3991;;3991;beacon, signal fire;fēng;⿰火夆;火;pictophonetic;夆;火;581;99,739021957
儡;3992;3399;3696;puppet, dummy;lěi;⿰亻畾;亻;pictophonetic;畾;亻;581;99,739322209
佼;3993;;3993;beautiful, handsome, good-looking;jiǎo;⿰亻交;亻;pictophonetic;交;亻;581;99,739622461
斓;3994;;3994;multicolored;lán;⿰文阑;文;pictophonetic;阑;文;581;99,739922713
嫔;3995;;3995;courtesan/ palace maid;pín;⿰女宾;女;pictophonetic;宾;女;579;99,740221932
颚;3996;;3996;jaw;è;⿰咢页;页;pictophonetic;咢;页;579;99,74052115
龈;3997;;3997;gums;kěn;⿰齿艮;齿;pictophonetic;艮;齿;579;99,740820369
盅;3998;3821;3910;small cup or bowl;zhōng;⿱中皿;皿;pictophonetic;中;皿;578;99,741119071
娓;3999;;3999;agreeable, compliant/ to comply, to go along with;wěi;⿰女尾;女;pictophonetic;尾;女;578;99,741417773
坂;4000;;4000;hillside, slope;bǎn;⿰土反;土;pictophonetic;反;土;576;99,741715441
町;4001;;4001;a raised path between fields;tīng;⿰田丁;田;pictophonetic;丁;田;576;99,742013109
芥;4002;3094;3548;mustard, broccoli;jiè;⿱艹介;艹;pictophonetic;介;艹;575;99,742310261
瘠;4003;;4003;thin, emaciated/ barren;jí;⿸疒脊;疒;pictophonetic;脊;疒;575;99,742607412
阂;4004;;4004;separated, blocked/ to prevent, to block;hé;⿵门亥;门;pictophonetic;亥;门;574;99,742904047
挎;4005;3796;3900;to carry;kuà;⿰扌夸;扌;pictophonetic;夸;扌;574;99,743200681
橇;4006;;4006;a sledge for transportation;qiāo;⿰木毳;木;pictophonetic;毳;木;574;99,743497316
荟;4007;;4007;abundant, flourishing;huì;⿱艹会;艹;pictophonetic;会;艹;574;99,743793951
啜;4008;;4008;to drink, to sip/ to sob, to weep;chuài;⿰口叕;口;pictophonetic;叕;口;574;99,744090585
垛;4009;3855;3932;heap, pile/ to heap, to pile;duǒ;⿰土朵;土;pictophonetic;朵;土;573;99,744386703
淇;4010;;4010;a river in Henan province;qí;⿰氵其;氵;pictophonetic;其;氵;573;99,744682821
瓒;4011;;4011;ceremonial libation cup;zàn;⿰王赞;王;pictophonetic;赞;王;573;99,744978939
篓;4012;3617;3814;bamboo basket;lǒu;⿱⺮娄;⺮;pictophonetic;娄;⺮;572;99,74527454
虱;4013;3467;3740;bug, louse, parasite;shī;⿹乙⿱？虫;虫;pictophonetic;乙;虫;572;99,745570141
跻;4014;;4014;to ascend, to rise;jī;⿰足齐;足;pictophonetic;齐;足;572;99,745865742
龛;4015;;4015;niche, shrine;kān;⿱合龙;龙;pictophonetic;合;龙;571;99,746160827
蹒;4016;;4016;to stagger, to limp;pán;⿰足⿱艹两;足;pictophonetic;㒼;足;571;99,746455911
髯;4017;;4017;mustache, beard;rán;⿱髟冉;髟;pictophonetic;冉;髟;571;99,746750995
瞠;4018;;4018;to gaze, to look, to stare;chēng;⿰目堂;目;pictophonetic;堂;目;568;99,747044529
痫;4019;;4019;epilepsy, convulsions;xián;⿸疒闲;疒;pictophonetic;闲;疒;568;99,747338063
掂;4020;3494;3757;to heft, to weigh/ to hold in the palm;diān;⿰扌店;扌;pictophonetic;店;扌;567;99,74763108
潼;4021;;4021;high, lofty/ a mountain pass;tóng;⿰氵童;氵;pictophonetic;童;氵;567;99,747924097
酰;4022;;4022;acylate;xiān;⿰酉先;酉;pictophonetic;先;酉;567;99,748217114
镁;4023;;4023;magnesium;měi;⿰钅美;钅;pictophonetic;美;钅;567;99,748510132
灸;4024;3487;3756;to cauterize/ moxibustion;jiǔ;⿱久火;火;pictophonetic;久;火;566;99,748802632
腆;4025;;4025;good, strong/ prosperous/ protruding;tiǎn;⿰⺼典;⺼;pictophonetic;典;⺼;566;99,749095133
筱;4026;;4026;dwarf bamboo/ a diminutive in a nickname;xiǎo;⿱⺮攸;⺮;ideographic;;;566;99,749387633
谆;4027;3833;3930;earnest, patient, sincere;zhūn;⿰讠享;讠;ideographic;;;565;99,749679617
骋;4028;;4028;to gallop, to hasten, to hurry;chěng;⿰马甹;马;pictophonetic;甹;马;564;99,749971083
壬;4029;377;2203;9th heavenly stem;rén;⿱丿士;士;;;;564;99,75026255
茗;4030;;4030;tea/ tea leaves/ tea plant;míng;⿱艹名;艹;pictophonetic;名;艹;564;99,750554017
椋;4031;;4031;fruit;liáng;⿰木京;木;pictophonetic;京;木;564;99,750845484
蛔;4032;3829;3930;tapeworm;huí;⿰虫回;虫;pictophonetic;回;虫;563;99,751136434
潺;4033;;4033;the sound of flowing water;chán;⿰氵孱;氵;pictophonetic;孱;氵;562;99,751426867
扉;4034;;4034;door panel;fēi;⿸户非;户;pictophonetic;非;户;561;99,751716784
耘;4035;3787;3911;to weed;yún;⿰耒云;耒;pictophonetic;云;耒;560;99,752006183
槟;4036;;4036;betel-nut, areca nut;bīn;⿰木宾;木;pictophonetic;宾;木;559;99,752295066
雹;4037;3706;3872;hail;báo;⿱雨包;雨;pictophonetic;包;雨;558;99,752583432
甬;4038;455;2246;path/ river in Ningbo/ Ningbo;yǒng;⿱？用;用;pictophonetic;用;;558;99,752871798
谥;4039;;4039;posthumous name or title;shì;⿰讠益;讠;pictophonetic;益;讠;557;99,753159648
淞;4040;;4040;a river in Jiangsu province;sōng;⿰氵松;氵;pictophonetic;松;氵;557;99,753447497
燎;4041;3792;3916;to burn, to light/ street lamp/ signal fire;liáo;⿰火尞;火;pictophonetic;尞;火;556;99,753734829
蕙;4042;;4042;a fragrant orchid/ Coumarouna odorata;huì;⿱艹惠;艹;pictophonetic;惠;艹;556;99,754022162
蚪;4043;3701;3872;tadpole;dǒu;⿰虫斗;虫;pictophonetic;斗;虫;556;99,754309495
蜻;4044;3549;3796;dragonfly;qīng;⿰虫青;虫;pictophonetic;青;虫;555;99,75459631
郸;4045;;4045;a county in Hebei province;dān;⿰单阝;阝;pictophonetic;单;阝;554;99,754882609
轶;4046;;4046;to surpass, to overtake, to excel;yì;⿰车失;车;pictophonetic;失;车;554;99,755168908
狰;4047;3802;3924;fierce-looking, ferocious;zhēng;⿰犭争;犭;pictophonetic;争;犭;553;99,75545469
楣;4048;3770;3909;crossbar/ lintel;méi;⿰木眉;木;pictophonetic;眉;木;553;99,755740472
捋;4049;;4049;to gather, to pluck/ to rub off, to scrape;lǚ;⿰扌寽;扌;ideographic;;;552;99,756025738
涓;4050;;4050;brook, stream/ pure/ to select;juān;⿰氵肙;氵;pictophonetic;肙;氵;552;99,756311003
荪;4051;;4051;aromatic grass/ flower, iris;sūn;⿱艹孙;艹;pictophonetic;孙;艹;552;99,756596269
娄;4052;684;2368;a constellation/ to wear/ surname;lóu;⿱米女;女;ideographic;;;551;99,756881017
麝;4053;;4053;musk deer;shè;⿸鹿射;鹿;pictophonetic;射;鹿;551;99,757165766
蚤;4054;2010;3032;flea/ louse;zǎo;⿱叉虫;虫;pictophonetic;叉;虫;548;99,757448964
薰;4055;;4055;a medicinal herb/ to cauterize;xūn;⿱艹熏;艹;pictophonetic;熏;艹;548;99,757732162
醮;4056;;4056;to anoint, to perform a rite/ Daoist or Buddhist ceremony;jiào;⿰酉焦;酉;pictophonetic;焦;酉;548;99,758015361
搪;4057;3628;3842;to parry, to block/ to ward off, to evade;táng;⿰扌唐;扌;pictophonetic;唐;扌;547;99,758298042
谧;4058;;4058;calm, quiet, still/ cautious;mì;⿰讠⿱必皿;讠;pictophonetic;必;讠;546;99,758580207
湮;4059;;4059;to block up/ to sink/ to stain;yān;⿰氵垔;氵;ideographic;;;546;99,758862372
辍;4060;;4060;to suspend, to stop, to halt;chuò;⿰车叕;车;pictophonetic;叕;车;546;99,759144536
瞌;4061;;4061;sleepy/ to doze off;kē;⿰目盍;目;pictophonetic;盍;目;546;99,759426701
梆;4062;3634;3848;a watchman's rattle;bāng;⿰木邦;木;pictophonetic;邦;木;545;99,759708349
樟;4063;3836;3950;camphor tree;zhāng;⿰木章;木;pictophonetic;章;木;545;99,759989997
茉;4064;3040;3552;white jasmine;mò;⿱艹末;艹;pictophonetic;末;艹;545;99,760271645
岖;4065;3680;3872;steep, sheer/ rugged, rough;qū;⿰山区;山;pictophonetic;区;山;544;99,760552776
臼;4066;1482;2774;mortar/ bone joint socket;jiù;？;臼;pictographic;;;543;99,76083339
癣;4067;3757;3912;ringworms;xuǎn;⿸疒鲜;疒;pictophonetic;鲜;疒;543;99,761114004
穑;4068;;4068;to farm, to harvest grain;sè;⿰禾啬;禾;pictophonetic;啬;禾;543;99,761394619
玷;4069;3258;3664;character flaw/ a flaw in a gem;diàn;⿰王占;王;pictophonetic;占;王;541;99,761674199
馍;4070;3817;3944;bread;mó;⿰饣莫;饣;pictophonetic;莫;饣;540;99,761953263
呷;4071;;4071;to swallow, to suck, to drink;gā;⿰口甲;口;pictophonetic;甲;口;539;99,762231811
萼;4072;;4072;the stem and calyx of a flower;è;⿱艹咢;艹;pictophonetic;咢;艹;538;99,762509841
妩;4073;;4073;charming, enchanting/ to flatter, to please;wǔ;⿰女无;女;pictophonetic;无;女;538;99,762787871
伫;4074;;4074;to wait/ to look towards/ to turn one's back on;zhù;⿰亻⿱宀一;亻;;;;537;99,763065385
彤;4075;3884;3980;red, vermillion;tóng;⿰丹彡;彡;pictophonetic;彡;丹;536;99,763342382
莓;4076;;4076;moss/ edible berries;méi;⿱艹每;艹;pictophonetic;每;艹;535;99,763618862
岬;4077;;4077;cape/ promontory, headland;jiǎ;⿰山甲;山;pictophonetic;甲;山;535;99,763895342
媛;4078;;4078;beauty/ beautiful woman;yuàn;⿰女爰;女;pictophonetic;爰;女;535;99,764171822
惆;4079;;4079;distressed, regretful, sad;chóu;⿰忄周;忄;pictophonetic;周;忄;534;99,764447785
鳎;4080;;4080;sole;tǎ;⿰鱼⿱日羽;鱼;pictophonetic;;鱼;534;99,764723749
啾;4081;;4081;the wailing of a child;jiū;⿰口秋;口;pictophonetic;秋;口;533;99,764999195
囔;4082;;4082;to mumble, to mutter;nāng;⿰口囊;口;pictophonetic;囊;口;533;99,765274641
蜓;4083;3552;3818;dragonfly;tíng;⿰虫廷;虫;pictophonetic;廷;虫;533;99,765550088
孺;4084;;4084;child/ blood relation/ affection;rú;⿰子需;子;pictophonetic;需;子;532;99,765825018
徇;4085;;4085;to follow, to comply with/ to display;xùn;⿰彳旬;彳;pictophonetic;旬;彳;531;99,766099431
徵;4086;;4086;to summon, to recruit/ levy, tax/ journey/ invasion;zhēng;⿲彳⿱山⿱一王攵;彳;pictophonetic;正;彳;531;99,766373844
焊;4087;3210;3648;to solder, to weld;hàn;⿰火旱;火;pictophonetic;旱;火;530;99,76664774
岱;4088;;4088;the Daishan mountain in Shandong;dài;⿱代山;山;pictophonetic;代;山;530;99,766921636
昵;4089;3302;3696;close, intimate/ to approach;nì;⿰日尼;日;pictophonetic;尼;日;530;99,767195532
卅;4090;493;2292;thirty, thirtieth;sà;⿻一川;十;ideographic;;;529;99,767468911
飙;4091;;4091;whirlwind (1);biāo;⿰猋风;风;ideographic;;;529;99,76774229
邙;4092;;4092;a mountain in Henan province;máng;⿰亡阝;阝;pictophonetic;亡;阝;529;99,76801567
痞;4093;;4093;dyspepsia/ spleen infection;pǐ;⿸疒否;疒;pictophonetic;否;疒;527;99,768288016
隼;4094;;4094;falcon, eagle/ an aquiline nose;sǔn;⿱隹十;隹;pictophonetic;十;隹;527;99,768560361
恫;4095;;4095;fearful, pained, sorrowful;dòng;⿰忄同;忄;pictophonetic;同;忄;526;99,76883219
怆;4096;;4096;sad, disconsolate, broken-hearted;chuàng;⿰忄仓;忄;pictophonetic;仓;忄;525;99,769103503
桀;4097;;4097;chicken roost/ ancient emperor;jié;⿱舛木;木;pictophonetic;;木;525;99,769374815
绶;4098;;4098;a silk ribbon used as a seal;shòu;⿰纟受;纟;pictophonetic;受;纟;524;99,76964561
裆;4099;3335;3717;the crotch or seat of a pair of pants;dāng;⿰衤当;衤;pictophonetic;当;衤;523;99,769915889
盂;4100;;4100;basin/ cup;yú;⿱于皿;皿;pictophonetic;于;皿;522;99,770185651
桧;4101;;4101;Chinese cypress, Chinese juniper;guì;⿰木会;木;pictophonetic;会;木;522;99,770455412
蚓;4102;3712;3907;earthworm (2);yǐn;⿰虫引;虫;pictophonetic;引;虫;521;99,770724657
抠;4103;3506;3804;to lift, to raise/ tight-fisted;kōu;⿰扌区;扌;pictophonetic;区;扌;520;99,770993386
嗷;4104;;4104;clamor/ the sound of wailing;áo;⿰口敖;口;pictophonetic;敖;口;520;99,771262114
槌;4105;;4105;hammer, mallet/ to beat, to strike;chuí;⿰木追;木;pictophonetic;追;木;520;99,771530842
痘;4106;3246;3676;smallpox;dòu;⿸疒豆;疒;pictophonetic;豆;疒;519;99,771799054
痢;4107;3724;3916;dysentery;lì;⿸疒利;疒;pictophonetic;利;疒;519;99,772067265
芮;4108;;4108;tiny, small/ the water's edge;ruì;⿱艹内;艹;pictophonetic;内;艹;519;99,772335477
蚣;4109;3819;3964;centipede;gōng;⿰虫公;虫;pictophonetic;公;虫;519;99,772603688
闩;4110;;4110;bolt, latch, crossbar;shuān;⿵门一;门;ideographic;;;517;99,772870866
铿;4111;;4111;to strike, to beat/ gong, resounding noise;kēng;⿰钅坚;钅;pictophonetic;坚;钅;517;99,773138044
飓;4112;;4112;cyclone, gale, typhoon;jù;⿺风具;风;pictophonetic;具;风;516;99,773404705
疱;4113;;4113;acne;pào;⿸疒包;疒;pictophonetic;包;疒;514;99,773670333
蝌;4114;3700;3907;tadpole;kē;⿰虫科;虫;pictophonetic;科;虫;514;99,77393596
撅;4115;;4115;to snap, to break/ to protrude/ to pout;juē;⿰扌厥;扌;pictophonetic;厥;扌;513;99,774201071
蚯;4116;3714;3915;earthworm (1);qiū;⿰虫丘;虫;pictophonetic;丘;虫;513;99,774466182
斡;4117;;4117;to turn, to rotate, to revolve;wò;⿸倝斗;斗;;;;512;99,774730776
窠;4118;;4118;den, nest/ hole, indentation;kē;⿱穴果;穴;pictophonetic;果;穴;512;99,77499537
荚;4119;3760;3940;seed-pod;jiá;⿱艹夹;艹;pictophonetic;夹;艹;511;99,775259447
耷;4120;;4120;drooping ears;dā;⿱大耳;耳;pictophonetic;大;耳;510;99,775523007
砚;4121;3876;3998;inkstone;yàn;⿰石见;石;pictophonetic;见;石;509;99,775786051
牒;4122;;4122;documents, records/ to dispatch;dié;⿰片枼;片;ideographic;;;509;99,776049095
赈;4123;;4123;to relieve, to aid/ rich;zhèn;⿰贝辰;贝;pictophonetic;辰;贝;508;99,776311622
煦;4124;;4124;kind, gentle, gracious;xù;⿱昫灬;灬;ideographic;;;508;99,776574148
嗫;4125;;4125;to move the lips as if speaking/ hesitation;niè;⿰口聂;口;pictophonetic;聂;口;507;99,776836159
耙;4126;3711;3918;to rake;bà;⿰耒巴;耒;pictophonetic;巴;耒;506;99,777097652
榕;4127;3860;3994;banyan tree;róng;⿰木容;木;pictophonetic;容;木;505;99,777358628
鞑;4128;;4128;the Tartars;dá;⿰革达;革;pictophonetic;达;革;505;99,777619605
袤;4129;;4129;longitude/ lengthwise/ length;mào;⿻衣矛;衣;pictophonetic;矛;衣;503;99,777879548
谌;4130;;4130;faithful, sincere/ surname;chén;⿰讠甚;讠;pictophonetic;甚;讠;503;99,778139491
醺;4131;;4131;drunk, intoxicated;xūn;⿰酉熏;酉;pictophonetic;熏;酉;503;99,778399433
秆;4132;3852;3992;straw, hay;gǎn;⿰禾干;禾;ideographic;;;502;99,77865886
徨;4133;;4133;doubtful, irresolute, vacillating;huáng;⿰彳皇;彳;pictophonetic;皇;彳;501;99,778917769
橹;4134;;4134;oar, scull/ to row, to scull;lǔ;⿰木鲁;木;pictophonetic;鲁;木;501;99,779176678
翡;4135;;4135;kingfisher/ jade, emerald;fěi;⿱非羽;羽;pictophonetic;非;羽;501;99,779435588
缨;4136;3848;3992;tassel, ribbon/ to bother, to annoy;yīng;⿰纟婴;纟;pictophonetic;婴;纟;500;99,77969398
锹;4137;3604;3870;shovel;qiāo;⿰钅秋;钅;pictophonetic;秋;钅;499;99,779951856
嵇;4138;;4138;a mountain in Henan/ surname;jī;⿰禾⿱尤山;山;pictophonetic;禾;山;498;99,780209215
圪;4139;;4139;;gē;⿰土乞;土;pictophonetic;乞;土;497;99,780466057
髻;4140;;4140;bun, topknot;jì;⿱髟吉;髟;pictophonetic;吉;髟;494;99,780721349
嗬;4141;;4141;hey, hello/ interrogative particle;hē;⿰口荷;口;pictophonetic;荷;口;493;99,780976124
辎;4142;;4142;supply cart, covered wagon, dray;zī;⿰车甾;车;pictophonetic;甾;车;492;99,781230382
痣;4143;;4143;spot, mole, birthmark;zhì;⿸疒志;疒;ideographic;;;492;99,781484641
娩;4144;3245;3694;childbirth, labor;miǎn;⿰女免;女;pictophonetic;免;女;491;99,781738382
谄;4145;;4145;to flatter, to cajole/ toady, yes-man;chǎn;⿰讠臽;讠;pictophonetic;臽;讠;491;99,781992124
蛐;4146;;4146;cricket/ worm;qū;⿰虫曲;虫;pictophonetic;曲;虫;491;99,782245865
鹞;4147;;4147;sparrow hawk/ Circus species (various);yào;⿰？鸟;鸟;pictophonetic;;鸟;490;99,78249909
翱;4148;;4148;to soar/ to roam;áo;⿰皋羽;羽;pictophonetic;皋;羽;489;99,782751798
庖;4149;;4149;kitchen/ cooking, cuisine;páo;⿸广包;广;pictophonetic;包;广;488;99,783003989
籁;4150;;4150;bamboo flute/ flute, pipe/ a musical note;lài;⿱⺮赖;⺮;pictophonetic;赖;⺮;487;99,783255664
蓿;4151;;4151;alfalfa, clover, lucerne;xu;⿱艹宿;艹;pictophonetic;宿;艹;486;99,783506821
鳗;4152;;4152;eel;mán;⿰鱼曼;鱼;pictophonetic;曼;鱼;486;99,783757979
疟;4153;3555;3854;malaria/ intermittent fever;nüè;⿸疒？;疒;pictophonetic;;疒;485;99,784008619
鲇;4154;;4154;sheatfish/ Parasilurus asotus;nián;⿰鱼占;鱼;pictophonetic;占;鱼;484;99,784258743
這;4155;;4155;this, these/ such/ here;zhè;⿺辶言;辶;pictophonetic;辶;言;483;99,784508351
嚅;4156;;4156;to mumble, to stutter;rú;⿰口需;口;pictophonetic;需;口;482;99,784757441
瘀;4157;;4157;hematoma, contusion;yū;⿸疒於;疒;pictophonetic;於;疒;482;99,785006532
颔;4158;;4158;chin, jowl/ to nod;hàn;⿰含页;页;pictophonetic;含;页;482;99,785255622
黜;4159;;4159;to dismiss/ to downgrade, to demote;chù;⿰黑出;黑;pictophonetic;出;黑;482;99,785504712
黠;4160;;4160;sly, cunning, shrewd/ artful;xiá;⿰黑吉;黑;pictophonetic;吉;黑;482;99,785753803
濑;4161;;4161;current, rapids;lài;⿰氵赖;氵;pictophonetic;赖;氵;480;99,78600186
馁;4162;3610;3886;famished, hungry, starving;něi;⿰饣妥;饣;pictophonetic;妥;饣;479;99,7862494
洵;4163;;4163;true, real/ truly, really;xún;⿰氵旬;氵;pictophonetic;旬;氵;479;99,78649694
忐;4164;;4164;nervous, timorous;tǎn;⿱上心;心;ideographic;;;479;99,78674448
忑;4165;;4165;fearful, nervous, timid;tè;⿱下心;心;ideographic;;;478;99,786991503
砥;4166;;4166;whetstone/ to polish;dǐ;⿰石氐;石;pictophonetic;氐;石;478;99,787238527
咂;4167;;4167;to suck, to smack the lips;zā;⿰口匝;口;pictophonetic;匝;口;476;99,787484516
罹;4168;;4168;sorrow, grief/ to incur, to meet with;lí;⿱罒惟;罒;pictophonetic;;忄;476;99,787730506
糠;4169;3844;4006;chaff, bran, husk/ poor;kāng;⿰米康;米;pictophonetic;康;米;475;99,787975979
匝;4170;1527;2848;full circle/ to encircle;zā;⿷匚巾;匚;;;;474;99,788220935
偃;4171;;4171;to cease, to lay down, to lay off;yǎn;⿰亻匽;亻;pictophonetic;匽;亻;474;99,788465891
淙;4172;;4172;the sound of water gurgling;cóng;⿰氵宗;氵;pictophonetic;宗;氵;474;99,788710847
纫;4173;3523;3848;to sew, to stitch/ to thread a needle;rèn;⿰纟刃;纟;ideographic;;;473;99,788955287
喏;4174;;4174;respectful reply of assent to superiors;nuò;⿰口若;口;pictophonetic;若;口;473;99,789199726
闾;4175;;4175;a village of twenty-five families;lǘ;⿵门吕;门;pictophonetic;吕;门;473;99,789444165
祛;4176;;4176;to expel, to disperse/ to exorcise;qū;⿰礻去;礻;ideographic;;;473;99,789688605
蛰;4177;;4177;to hibernate;zhé;⿱执虫;虫;pictophonetic;执;虫;472;99,789932527
腼;4178;;4178;modest, bashful;miǎn;⿰⺼面;⺼;pictophonetic;面;⺼;472;99,79017645
涝;4179;3886;4032;to inundate, to flood/ torrent;lào;⿰氵劳;氵;pictophonetic;劳;氵;471;99,790419856
曜;4180;;4180;bright, glorious/ Venus;yào;⿰日翟;日;ideographic;;;471;99,790663262
厩;4181;;4181;stable/ barnyard;jiù;⿸厂既;厂;pictophonetic;既;厂;470;99,790906151
疽;4182;;4182;ulcer, carbuncle, abscess;jū;⿸疒且;疒;pictophonetic;且;疒;470;99,79114904
闰;4183;2479;3331;intercalary/ extra, surplus;rùn;⿵门王;门;pictophonetic;门;王;470;99,791391929
洄;4184;;4184;backwater/ an eddy a whirlpool;huí;⿰氵回;氵;ideographic;;;470;99,791634818
煊;4185;;4185;warm;xuān;⿰火宣;火;pictophonetic;宣;火;470;99,791877707
汐;4186;;4186;night tide, evening ebb tide;xī;⿰氵夕;氵;ideographic;;;469;99,792120079
藓;4187;;4187;lichen, moss;xiǎn;⿱艹鲜;艹;pictophonetic;鲜;艹;469;99,792362451
璜;4188;;4188;a jade pendant;huáng;⿰王黄;王;pictophonetic;黄;王;469;99,792604823
铬;4189;;4189;chromium;gè;⿰钅各;钅;pictophonetic;各;钅;469;99,792847196
經;4190;;4190;the classics/ to experience, to undergo;jīng;⿰糹巠;糹;pictophonetic;巠;糹;469;99,793089568
渥;4191;;4191;to enrich, to dye/ to moisten, to soak;wò;⿰氵屋;氵;pictophonetic;屋;氵;468;99,793331423
靼;4192;;4192;the Tartars;dá;⿰革旦;革;pictophonetic;旦;革;468;99,793573279
酗;4193;2720;3456;violent, raging drunk, blotto;xù;⿰酉凶;酉;ideographic;;;467;99,793814617
苓;4194;;4194;fungus, tuber/ licorice;líng;⿱艹令;艹;pictophonetic;令;艹;467;99,794055956
噤;4195;;4195;close/ quiet, silent;jìn;⿰口禁;口;ideographic;;;467;99,794297295
咫;4196;;4196;unit of length used during the Zhou dynasty;zhǐ;⿺尺只;口;pictophonetic;只;尺;466;99,794538116
椿;4197;3630;3914;Chinese toon tree/ father (poetic);chūn;⿰木春;木;pictophonetic;春;木;465;99,794778422
鲫;4198;3894;4046;crucian carp/ Carassius auratus;jì;⿰鱼即;鱼;pictophonetic;即;鱼;464;99,79501821
锭;4199;3788;3994;spindle, ingot/ tablet, slab;dìng;⿰钅定;钅;pictophonetic;定;钅;461;99,795256448
罔;4200;;4200;none/ to deceive/ to slander;wǎng;⿵⺳⿱一亡;⺳;pictophonetic;亡;⺳;461;99,795494686
锺;4201;;4201;cup, glass, goblet/ surname;zhōng;⿰钅重;钅;pictophonetic;重;钅;461;99,795732924
匍;4202;2245;3224;to crawl/ to lie prostrate;pú;⿹勹甫;勹;pictophonetic;甫;勹;460;99,795970645
